Unnamed: 0,site_id,species_a,phenophase_a,species_b,phenophase_b,number_of_observations,kendall_tau,p_value,species_a_name,species_b_name,site_name
642,9339,3,Leaves,823,Leaves,14,0.4571503208824943,0.0269192474938744,red maple,American hornbeam,GRSM-Tremont-West Prong
646,9339,3,Colored leaves,61,Falling leaves,12,0.5116432801804849,0.022675321110971,red maple,sugar maple,GRSM-Tremont-West Prong
647,9339,3,Colored leaves,61,Colored leaves,12,0.8682431421244593,0.0001101109572748,red maple,sugar maple,GRSM-Tremont-West Prong
655,9339,3,Colored leaves,1181,Falling leaves,12,0.6356780147696934,0.0046357429770426,red maple,Carolina silverbell,GRSM-Tremont-West Prong
656,9339,3,Colored leaves,1184,Falling leaves,12,0.4806345965331828,0.0322943377269403,red maple,mountain magnolia,GRSM-Tremont-West Prong
658,9339,60,Increasing leaf size,823,Increasing leaf size,13,0.4933333333333333,0.0224619796284798,striped maple,American hornbeam,GRSM-Tremont-West Prong
661,9339,60,Falling leaves,61,Colored leaves,12,0.4531803232405456,0.0443710501453709,striped maple,sugar maple,GRSM-Tremont-West Prong
665,9339,60,Falling leaves,98,Colored leaves,12,0.6875839387097933,0.0022844715356567,striped maple,sweet birch,GRSM-Tremont-West Prong
669,9339,60,Falling leaves,1181,Falling leaves,12,0.5000610463343951,0.0265167833177904,striped maple,Carolina silverbell,GRSM-Tremont-West Prong
674,9339,60,Leaves,823,Leaves,14,0.4772727272727272,0.0203467612302907,striped maple,American hornbeam,GRSM-Tremont-West Prong
678,9339,60,Colored leaves,82,Falling leaves,12,0.7131997238879487,0.0014901532666585,striped maple,tuliptree,GRSM-Tremont-West Prong
679,9339,60,Colored leaves,82,Colored leaves,12,0.7442084075352507,0.0009173919133463,striped maple,tuliptree,GRSM-Tremont-West Prong
681,9339,60,Colored leaves,98,Colored leaves,12,0.5384615384615385,0.015894976127587,striped maple,sweet birch,GRSM-Tremont-West Prong
685,9339,60,Colored leaves,1181,Falling leaves,12,0.5538461538461539,0.0131303936072489,striped maple,Carolina silverbell,GRSM-Tremont-West Prong
698,9339,61,Leaves,823,Leaves,14,0.6782057225607617,0.0010682677458882,sugar maple,American hornbeam,GRSM-Tremont-West Prong
707,9339,61,Colored leaves,1181,Falling leaves,12,0.5846153846153846,0.0088446140171789,sugar maple,Carolina silverbell,GRSM-Tremont-West Prong
709,9339,82,Increasing leaf size,823,Increasing leaf size,13,0.5637710863797804,0.0093504253016073,tuliptree,American hornbeam,GRSM-Tremont-West Prong
712,9339,82,Falling leaves,98,Colored leaves,12,0.4961389383568338,0.0271187165445825,tuliptree,sweet birch,GRSM-Tremont-West Prong
716,9339,82,Falling leaves,1181,Falling leaves,12,0.5736606474750892,0.0106161341700328,tuliptree,Carolina silverbell,GRSM-Tremont-West Prong
721,9339,82,Colored leaves,93,Falling leaves,12,0.5116432801804849,0.022675321110971,tuliptree,American basswood,GRSM-Tremont-West Prong
722,9339,82,Colored leaves,98,Colored leaves,12,0.6511823565933444,0.0037272392778565,tuliptree,sweet birch,GRSM-Tremont-West Prong
728,9339,93,Falling leaves,98,Colored leaves,12,0.4923076923076924,0.027479806211379,American basswood,sweet birch,GRSM-Tremont-West Prong
735,9339,93,Leaves,1184,Leaves,14,0.4827905143652879,0.0198511077412297,American basswood,mountain magnolia,GRSM-Tremont-West Prong
736,9339,93,Colored leaves,823,Colored leaves,11,0.587180674734059,0.0124621582945403,American basswood,American hornbeam,GRSM-Tremont-West Prong
741,9339,98,Colored leaves,1181,Falling leaves,12,0.5846153846153846,0.0088446140171789,sweet birch,Carolina silverbell,GRSM-Tremont-West Prong
744,9339,823,Falling leaves,1172,Falling leaves,12,0.5116432801804849,0.022675321110971,American hornbeam,yellow buckeye,GRSM-Tremont-West Prong
751,9339,1172,Falling leaves,1184,Falling leaves,12,0.5736606474750892,0.0106161341700328,yellow buckeye,mountain magnolia,GRSM-Tremont-West Prong
760,9340,3,Leaves,102,Leaves,15,0.6169230579301932,0.0018897717591348,red maple,northern red oak,GRSM-Tremont-Marcs Trail
762,9340,102,Increasing leaf size,1187,Increasing leaf size,12,0.546875,0.0154106570520779,northern red oak,sourwood,GRSM-Tremont-Marcs Trail
763,9340,102,Leaves,1212,Leaves,15,0.423691589610646,0.0317173065166482,northern red oak,chestnut oak,GRSM-Tremont-Marcs Trail
769,9341,3,Breaking leaf buds,67,Breaking leaf buds,12,0.4806345965331828,0.0322943377269403,red maple,pignut hickory,GRSM-Tremont-Falls Trail
773,9341,3,Increasing leaf size,60,Increasing leaf size,13,0.8079647378096765,0.0001725714300493,red maple,striped maple,GRSM-Tremont-Falls Trail
775,9341,3,Increasing leaf size,61,Increasing leaf size,13,0.9999999999999998,2.9954815934341095e-06,red maple,sugar maple,GRSM-Tremont-Falls Trail
776,9341,3,Increasing leaf size,67,Increasing leaf size,13,0.4768316485434156,0.0264506523232998,red maple,pignut hickory,GRSM-Tremont-Falls Trail
783,9341,3,Increasing leaf size,1179,Increasing leaf size,13,0.4575261124140018,0.0317749803468738,red maple,Kentucky yellowwood,GRSM-Tremont-Falls Trail
788,9341,3,Leaves,12,Leaves,14,0.4269932462267199,0.0363684588239646,red maple,flowering dogwood,GRSM-Tremont-Falls Trail
789,9341,3,Leaves,60,Leaves,14,0.6477272727272727,0.0016415349519749,red maple,striped maple,GRSM-Tremont-Falls Trail
790,9341,3,Leaves,61,Leaves,14,0.8068181818181818,8.791878910231842e-05,red maple,sugar maple,GRSM-Tremont-Falls Trail
795,9341,3,Leaves,102,Leaves,14,0.5084826915437648,0.0130669594937223,red maple,northern red oak,GRSM-Tremont-Falls Trail
797,9341,3,Leaves,1179,Leaves,14,0.5536811530143216,0.0068808604756035,red maple,Kentucky yellowwood,GRSM-Tremont-Falls Trail
799,9341,7,Breaking leaf buds,12,Breaking leaf buds,12,0.8308675641104959,0.0001988655780316,eastern redbud,flowering dogwood,GRSM-Tremont-Falls Trail
801,9341,7,Falling leaves,12,Colored leaves,12,-0.4496259128858806,0.0452164215340268,eastern redbud,flowering dogwood,GRSM-Tremont-Falls Trail
811,9341,7,Leaves,12,Leaves,14,0.4181391605661663,0.041273323179519,eastern redbud,flowering dogwood,GRSM-Tremont-Falls Trail
816,9341,7,Leaves,81,Leaves,14,0.4367816091954022,0.0352796485189116,eastern redbud,sweetgum,GRSM-Tremont-Falls Trail
821,9341,7,Leaves,1181,Leaves,14,0.4685790789045567,0.0233289659987657,eastern redbud,Carolina silverbell,GRSM-Tremont-Falls Trail
828,9341,7,Colored leaves,81,Falling leaves,12,0.5038314736557788,0.0233149963825438,eastern redbud,sweetgum,GRSM-Tremont-Falls Trail
844,9341,12,Leaves,67,Leaves,14,0.5910617608744103,0.004035606668433,flowering dogwood,pignut hickory,GRSM-Tremont-Falls Trail
851,9341,12,Leaves,1181,Leaves,14,0.4382299106011073,0.0317251128481159,flowering dogwood,Carolina silverbell,GRSM-Tremont-Falls Trail
856,9341,12,Colored leaves,81,Falling leaves,12,0.5231388366621641,0.0191546447804258,flowering dogwood,sweetgum,GRSM-Tremont-Falls Trail
857,9341,12,Colored leaves,93,Falling leaves,12,0.515625,0.0223628034372094,flowering dogwood,American basswood,GRSM-Tremont-Falls Trail
859,9341,12,Colored leaves,1019,Colored leaves,12,0.4496259128858806,0.0452164215340268,flowering dogwood,sassafras,GRSM-Tremont-Falls Trail
872,9341,60,Breaking leaf buds,1181,Breaking leaf buds,13,0.5359591602564021,0.0118922194498718,striped maple,Carolina silverbell,GRSM-Tremont-Falls Trail
875,9341,60,Increasing leaf size,61,Increasing leaf size,13,0.8079647378096765,0.0001725714300493,striped maple,sugar maple,GRSM-Tremont-Falls Trail
883,9341,60,Increasing leaf size,1179,Increasing leaf size,13,0.5263613559678151,0.0139499858555877,striped maple,Kentucky yellowwood,GRSM-Tremont-Falls Trail
887,9341,60,Leaves,61,Leaves,14,0.8409090909090908,4.361830449462126e-05,striped maple,sugar maple,GRSM-Tremont-Falls Trail
892,9341,60,Leaves,102,Leaves,14,0.5536811530143216,0.0068808604756035,striped maple,northern red oak,GRSM-Tremont-Falls Trail
893,9341,60,Leaves,1019,Leaves,14,0.4406849993379294,0.031475101641879,striped maple,sassafras,GRSM-Tremont-Falls Trail
894,9341,60,Leaves,1179,Leaves,14,0.5649807683819609,0.0058207786378544,striped maple,Kentucky yellowwood,GRSM-Tremont-Falls Trail
915,9341,61,Increasing leaf size,67,Increasing leaf size,13,0.4768316485434156,0.0264506523232998,sugar maple,pignut hickory,GRSM-Tremont-Falls Trail
922,9341,61,Increasing leaf size,1179,Increasing leaf size,13,0.4575261124140018,0.0317749803468738,sugar maple,Kentucky yellowwood,GRSM-Tremont-Falls Trail
930,9341,61,Leaves,102,Leaves,14,0.6666773066907138,0.0011375304305913,sugar maple,northern red oak,GRSM-Tremont-Falls Trail
931,9341,61,Leaves,1019,Leaves,14,0.5536811530143216,0.0068808604756035,sugar maple,sassafras,GRSM-Tremont-Falls Trail
932,9341,61,Leaves,1179,Leaves,14,0.4519846147055687,0.0273722309155083,sugar maple,Kentucky yellowwood,GRSM-Tremont-Falls Trail
936,9341,67,Increasing leaf size,74,Increasing leaf size,13,0.5960395606792696,0.0055301394883185,pignut hickory,white ash,GRSM-Tremont-Falls Trail
940,9341,67,Increasing leaf size,1019,Increasing leaf size,13,0.5789974915645967,0.0067727649705807,pignut hickory,sassafras,GRSM-Tremont-Falls Trail
942,9341,67,Increasing leaf size,1179,Increasing leaf size,13,0.421089084774252,0.0489163091000911,pignut hickory,Kentucky yellowwood,GRSM-Tremont-Falls Trail
949,9341,67,Falling leaves,102,Colored leaves,12,0.4615930911724977,0.0387418384632915,pignut hickory,northern red oak,GRSM-Tremont-Falls Trail
958,9341,67,Leaves,1181,Leaves,14,0.4253154531313251,0.0401822540665128,pignut hickory,Carolina silverbell,GRSM-Tremont-Falls Trail
961,9341,67,Colored leaves,93,Falling leaves,12,0.4496259128858806,0.0452164215340268,pignut hickory,American basswood,GRSM-Tremont-Falls Trail
968,9341,74,Increasing leaf size,1019,Increasing leaf size,13,0.6536087320200025,0.0021587816015316,white ash,sassafras,GRSM-Tremont-Falls Trail
970,9341,74,Increasing leaf size,1179,Increasing leaf size,13,0.4313817631332017,0.0429155369136774,white ash,Kentucky yellowwood,GRSM-Tremont-Falls Trail
976,9341,74,Leaves,102,Leaves,14,0.6292134831460675,0.0020420255759156,white ash,northern red oak,GRSM-Tremont-Falls Trail
978,9341,74,Leaves,1179,Leaves,14,0.4157303370786517,0.0415822876912835,white ash,Kentucky yellowwood,GRSM-Tremont-Falls Trail
979,9341,74,Leaves,1181,Leaves,14,0.4858834608084864,0.0177097807414464,white ash,Carolina silverbell,GRSM-Tremont-Falls Trail
984,9341,74,Colored leaves,1181,Falling leaves,12,0.4806345965331828,0.0322943377269403,white ash,Carolina silverbell,GRSM-Tremont-Falls Trail
985,9341,81,Breaking leaf buds,1019,Breaking leaf buds,12,0.527147622004136,0.0188787004087722,sweetgum,sassafras,GRSM-Tremont-Falls Trail
987,9341,81,Increasing leaf size,1019,Increasing leaf size,13,0.4575261124140018,0.0317749803468738,sweetgum,sassafras,GRSM-Tremont-Falls Trail
1004,9341,81,Colored leaves,1179,Breaking leaf buds,13,-0.5526315789473683,0.0098396614128719,sweetgum,Kentucky yellowwood,GRSM-Tremont-Falls Trail
1017,9341,93,Falling leaves,1181,Falling leaves,12,-0.46875,0.0378478548216195,American basswood,Carolina silverbell,GRSM-Tremont-Falls Trail
1018,9341,93,Leaves,102,Leaves,14,0.4719101123595506,0.0207205344782453,American basswood,northern red oak,GRSM-Tremont-Falls Trail
1019,9341,93,Leaves,1019,Leaves,14,0.7640449438202248,0.0001804518970661,American basswood,sassafras,GRSM-Tremont-Falls Trail
1022,9341,102,Leaves,1019,Leaves,14,0.4943820224719102,0.0153851758457616,northern red oak,sassafras,GRSM-Tremont-Falls Trail
1023,9341,102,Leaves,1179,Leaves,14,0.4606741573033708,0.0239477828718304,northern red oak,Kentucky yellowwood,GRSM-Tremont-Falls Trail
1044,9342,3,Breaking leaf buds,1159,Increasing leaf size,13,0.5467152657392316,0.011325469078429,red maple,black oak,GRSM-Tremont-Lumber Ridge
1048,9342,3,Leaves,100,Leaves,15,0.4081632653061224,0.0426824510040119,red maple,white oak,GRSM-Tremont-Lumber Ridge
1050,9342,3,Leaves,1159,Leaves,15,0.8061224489795918,6.256067533290831e-05,red maple,black oak,GRSM-Tremont-Lumber Ridge
1055,9342,67,Leaves,1187,Leaves,15,0.5472704546154941,0.0058883099817624,pignut hickory,sourwood,GRSM-Tremont-Lumber Ridge
1057,9342,100,Leaves,1159,Leaves,15,0.4795918367346938,0.0172425333820422,white oak,black oak,GRSM-Tremont-Lumber Ridge
1058,9342,100,Leaves,1187,Leaves,15,0.3939594923753622,0.0492476523402328,white oak,sourwood,GRSM-Tremont-Lumber Ridge
1071,9343,3,Increasing leaf size,82,Increasing leaf size,12,0.6154574548966636,0.005853245025574,red maple,tuliptree,GRSM-Tremont-Dorsey Branch
1074,9343,3,Increasing leaf size,970,Increasing leaf size,12,0.703125,0.0018410212585438,red maple,American sycamore,GRSM-Tremont-Dorsey Branch
1075,9343,3,Falling leaves,7,Falling leaves,12,0.542651963827787,0.0156501377233771,red maple,eastern redbud,GRSM-Tremont-Dorsey Branch
1078,9343,3,Falling leaves,82,Colored leaves,12,0.46875,0.0378478548216195,red maple,tuliptree,GRSM-Tremont-Dorsey Branch
1087,9343,3,Falling leaves,1179,Colored leaves,12,0.5625,0.0127098157395439,red maple,Kentucky yellowwood,GRSM-Tremont-Dorsey Branch
1090,9343,3,Leaves,82,Leaves,15,0.5374797538821051,0.0068033015647178,red maple,tuliptree,GRSM-Tremont-Dorsey Branch
1093,9343,3,Leaves,970,Leaves,15,0.6363961030678927,0.001518102761951,red maple,American sycamore,GRSM-Tremont-Dorsey Branch
1094,9343,3,Leaves,1172,Leaves,15,0.6903642243895957,0.0006104291806716,red maple,yellow buckeye,GRSM-Tremont-Dorsey Branch
1116,9343,7,Leaves,970,Leaves,15,0.48,0.0161145611769133,eastern redbud,American sycamore,GRSM-Tremont-Dorsey Branch
1121,9343,79,Leaves,823,Leaves,15,0.4433551330755755,0.0247078776408849,American beech,American hornbeam,GRSM-Tremont-Dorsey Branch
1124,9343,79,Leaves,1179,Leaves,15,0.8390343728657254,1.853115645672877e-05,American beech,Kentucky yellowwood,GRSM-Tremont-Dorsey Branch
1125,9343,79,Colored leaves,81,Colored leaves,12,0.53125,0.018604354576073,American beech,sweetgum,GRSM-Tremont-Dorsey Branch
1143,9343,81,Colored leaves,970,Falling leaves,12,0.7131997238879487,0.0014901532666585,sweetgum,American sycamore,GRSM-Tremont-Dorsey Branch
1149,9343,82,Increasing leaf size,970,Increasing leaf size,12,0.4923659639173309,0.0274742390169435,tuliptree,American sycamore,GRSM-Tremont-Dorsey Branch
1151,9343,82,Leaves,823,Leaves,15,0.4411976743693058,0.0248804606238546,tuliptree,American hornbeam,GRSM-Tremont-Dorsey Branch
1152,9343,82,Leaves,970,Leaves,15,0.433544882392289,0.0279556804901465,tuliptree,American sycamore,GRSM-Tremont-Dorsey Branch
1153,9343,82,Leaves,1172,Leaves,15,0.5050495243689607,0.0107507283453538,tuliptree,yellow buckeye,GRSM-Tremont-Dorsey Branch
1163,9343,82,Colored leaves,1179,Colored leaves,12,0.46875,0.0378478548216195,tuliptree,Kentucky yellowwood,GRSM-Tremont-Dorsey Branch
1172,9343,93,Colored leaves,98,Colored leaves,12,0.46875,0.0378478548216195,American basswood,sweet birch,GRSM-Tremont-Dorsey Branch
1178,9343,98,Increasing leaf size,823,Increasing leaf size,12,0.5846153846153846,0.0088446140171789,sweet birch,American hornbeam,GRSM-Tremont-Dorsey Branch
1180,9343,98,Falling leaves,823,Colored leaves,12,0.5354496700964052,0.0181450607327122,sweet birch,American hornbeam,GRSM-Tremont-Dorsey Branch
1181,9343,98,Falling leaves,970,Falling leaves,12,0.4806345965331828,0.0322943377269403,sweet birch,American sycamore,GRSM-Tremont-Dorsey Branch
1182,9343,98,Falling leaves,970,Colored leaves,12,0.53125,0.018604354576073,sweet birch,American sycamore,GRSM-Tremont-Dorsey Branch
1185,9343,98,Leaves,823,Leaves,15,0.6502541951775108,0.0009875678134361,sweet birch,American hornbeam,GRSM-Tremont-Dorsey Branch
1190,9343,98,Colored leaves,970,Falling leaves,12,0.542651963827787,0.0156501377233771,sweet birch,American sycamore,GRSM-Tremont-Dorsey Branch
1191,9343,98,Colored leaves,970,Colored leaves,12,0.46875,0.0378478548216195,sweet birch,American sycamore,GRSM-Tremont-Dorsey Branch
1192,9343,98,Colored leaves,1172,Falling leaves,12,0.4651302547095317,0.0382941790302906,sweet birch,yellow buckeye,GRSM-Tremont-Dorsey Branch
1196,9343,823,Leaves,1172,Leaves,15,0.5100255019126594,0.0105659517336328,American hornbeam,yellow buckeye,GRSM-Tremont-Dorsey Branch
1197,9343,823,Leaves,1179,Leaves,15,0.392175710550494,0.0461516972393417,American hornbeam,Kentucky yellowwood,GRSM-Tremont-Dorsey Branch
1198,9343,823,Colored leaves,970,Falling leaves,12,0.5000610463343951,0.0265167833177904,American hornbeam,American sycamore,GRSM-Tremont-Dorsey Branch
1204,9343,970,Leaves,1172,Leaves,15,0.6030226891555273,0.0025781016502965,American sycamore,yellow buckeye,GRSM-Tremont-Dorsey Branch
1208,9343,1172,Falling leaves,1179,Colored leaves,12,0.4961389383568338,0.0271187165445825,yellow buckeye,Kentucky yellowwood,GRSM-Tremont-Dorsey Branch
1212,11895,82,Leaves,97,Leaves,11,0.574074074074074,0.015183516079867,tuliptree,yellow birch,GRSM-Cataloochee Ranger Stn
1214,11895,82,Leaves,970,Leaves,11,0.8440722199302099,0.0003281542287518,tuliptree,American sycamore,GRSM-Cataloochee Ranger Stn
1215,11895,82,Leaves,1172,Leaves,11,0.611111111111111,0.0097487691967931,tuliptree,yellow buckeye,GRSM-Cataloochee Ranger Stn
1216,11895,97,Leaves,98,Leaves,11,0.8888888888888888,0.0001702937757795,yellow birch,sweet birch,GRSM-Cataloochee Ranger Stn
1217,11895,97,Leaves,970,Leaves,11,0.7339758434175737,0.0017872890369872,yellow birch,American sycamore,GRSM-Cataloochee Ranger Stn
1218,11895,97,Leaves,1172,Leaves,11,0.7592592592592592,0.0013218707803182,yellow birch,yellow buckeye,GRSM-Cataloochee Ranger Stn
1219,11895,97,Colored leaves,98,Colored leaves,10,1.0,5.511463844797178e-07,yellow birch,sweet birch,GRSM-Cataloochee Ranger Stn
1220,11895,98,Leaves,970,Leaves,11,0.6238794669049377,0.0079319235327952,sweet birch,American sycamore,GRSM-Cataloochee Ranger Stn
1221,11895,98,Leaves,1172,Leaves,11,0.6851851851851851,0.0037566789893243,sweet birch,yellow buckeye,GRSM-Cataloochee Ranger Stn
1222,11895,970,Leaves,1172,Leaves,11,0.7706746355884524,0.0010393630991335,American sycamore,yellow buckeye,GRSM-Cataloochee Ranger Stn
1223,11896,3,Leaves,100,Leaves,12,0.6511823565933444,0.0037272392778565,red maple,white oak,GRSM-AT Fontana
1226,11896,3,Colored leaves,100,Colored leaves,10,0.5555555555555555,0.0286094576719576,red maple,white oak,GRSM-AT Fontana
1227,11896,3,Colored leaves,1187,Colored leaves,10,0.6,0.0166661155202821,red maple,sourwood,GRSM-AT Fontana
1228,11896,100,Leaves,941,Leaves,12,0.558156305651438,0.0129176954299483,white oak,blackgum,GRSM-AT Fontana
1230,11896,100,Colored leaves,1187,Colored leaves,10,0.8666666666666666,0.0001151895943562,white oak,sourwood,GRSM-AT Fontana
1231,11896,941,Leaves,1177,Leaves,12,0.515625,0.0223628034372094,blackgum,mockernut hickory,GRSM-AT Fontana
1232,11897,3,Leaves,82,Leaves,12,0.9076923076923078,4.807501627297362e-05,red maple,tuliptree,GRSM-AT Lakeshore Trail
1233,11899,3,Falling leaves,60,Falling leaves,11,0.5137830903923016,0.0287839658757383,red maple,striped maple,GRSM-Cataloochee Divide
1234,11899,3,Falling leaves,1181,Falling leaves,11,0.5137830903923016,0.0287839658757383,red maple,Carolina silverbell,GRSM-Cataloochee Divide
1235,11899,3,Leaves,60,Leaves,12,0.703125,0.0018410212585438,red maple,striped maple,GRSM-Cataloochee Divide
1238,11899,60,Falling leaves,1181,Falling leaves,11,0.7454545454545454,0.0007595298220298,striped maple,Carolina silverbell,GRSM-Cataloochee Divide
1240,12002,941,Leaves,1159,Leaves,12,0.7272727272727272,0.0004988835110362,blackgum,black oak,GRSM-Look Rock AQ
1250,12003,3,Increasing leaf size,82,Increasing leaf size,11,0.5504818825631803,0.0191495715007661,red maple,tuliptree,GRSM-Elkmont AQ
1253,12003,3,Falling leaves,82,Falling leaves,12,0.5954371961386479,0.0073481685418874,red maple,tuliptree,GRSM-Elkmont AQ
1260,12003,3,Leaves,82,Leaves,12,0.542651963827787,0.0156501377233771,red maple,tuliptree,GRSM-Elkmont AQ
1266,12003,3,Colored leaves,82,Leaves,12,-0.5736606474750892,0.0106161341700328,red maple,tuliptree,GRSM-Elkmont AQ
1267,12003,3,Colored leaves,82,Colored leaves,12,0.671875,0.0029173527829557,red maple,tuliptree,GRSM-Elkmont AQ
1269,12003,3,Colored leaves,98,Colored leaves,12,0.558156305651438,0.0129176954299483,red maple,sweet birch,GRSM-Elkmont AQ
1271,12003,12,Increasing leaf size,98,Breaking leaf buds,11,0.537037037037037,0.0231270912645807,flowering dogwood,sweet birch,GRSM-Elkmont AQ
1284,17582,3,Leaves,61,Leaves,11,0.6296296296296295,0.0077461911689365,red maple,sugar maple,GRSM-Davenport Gap
1290,17582,61,Increasing leaf size,82,Increasing leaf size,10,0.5555555555555555,0.0286094576719576,sugar maple,tuliptree,GRSM-Davenport Gap
1293,17582,61,Leaves,1212,Leaves,11,0.537037037037037,0.0231270912645807,sugar maple,chestnut oak,GRSM-Davenport Gap
